id,Opening_code,opening_name,Opening_moves
TLsgJKkX,C40,Elephant Gambit: Maroczy Gambit,6
7EPSvftW,B10,Caro-Kann Defense: Two Knights Attack,5
mKVHKZPI,A84,Dutch Defense,3
c6Sna8fi,D35,Queen's Gambit Declined: Normal Defense,6
1ofeO2HY,D20,Queen's Gambit Accepted: Old Variation,5
Igp6EEL4,A03,Bird Opening: Dutch Variation,2
DMLkRVHy,A40,Englund Gambit,2
DayPmf7b,B12,Caro-Kann Defense: Advance Variation,5
3JkXSw8v,D35,Queen's Gambit Declined: Normal Defense,6
OJvedTqM,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
G0v47gjY,B23,Sicilian Defense: Closed Variation,3
Ztj95d5y,B01,Scandinavian Defense: Main Line,6
zr2YNz1Y,C40,King's Pawn Game: McConnell Defense,4
99S0SgsV,C00,French Defense #2,2
8wdxIATj,C15,French Defense: Winawer Variation |  Winckelmann-Riemer Gambit,7
yriSMTMo,C01,French Defense: Perseus Gambit,5
fJNMIh3Z,A40,Horwitz Defense,2
ZgkgfcvW,B01,Scandinavian Defense,2
KaJa48UJ,A43,Old Benoni Defense,2
z6fEQE3w,A40,Queen's Pawn,1
ERkRVkmJ,A40,Horwitz Defense,2
n0P9iCn7,D00,Queen's Pawn Game: Stonewall Attack,5
cnDebFJR,A45,Indian Game,2
hy0kprTi,A45,Indian Game,2
GaGoYzaA,A40,Modern Defense,2
gxRokvhO,B22,Sicilian Defense: Alapin Variation,3
qvoMv041,B20,Sicilian Defense: Snyder Variation,3
aiCAlBKR,D20,Queen's Gambit Accepted: Central Variation |  Greco Variation,6
fZMlgLwA,B27,Sicilian Defense: Hyperaccelerated Dragon,4
oibBYYto,B24,Sicilian Defense: Closed Variation |  Fianchetto Variation,5
PQoFzEUf,A00,Polish Opening,1
twpeZNoy,E10,Indian Game: Anti-Nimzo-Indian,5
qOhHwH0M,B20,Sicilian Defense: Bowdler Attack,3
EiFxOLw5,B36,Sicilian Defense: Accelerated Dragon,8
eZQgfBqQ,A40,Horwitz Defense,2
WthQtCro,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,5
YoaDvXKo,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,5
5oqhjRu4,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,5
Tk5Hrua4,B20,Sicilian Defense: Bowdler Attack,3
Fhdzg9uv,A02,Bird Opening: Sturm Gambit,3
VR8X0ao5,B10,Caro-Kann Defense,2
TAbkuzDm,B12,Caro-Kann Defense: Advance Variation |  Bronstein Variation,7
nQIrTjdH,A45,Indian Game: Tartakower Attack,3
cNJpO4mt,B10,Caro-Kann Defense,2
9sxBhj4V,B40,Sicilian Defense: French Variation,4
io5dzZiv,E60,King's Indian Defense: Normal Variation |  King's Knight Variation,5
hDv2R6BT,C48,Four Knights Game: Spanish Variation,7
GlXEsTe7,C65,Ruy Lopez: Berlin Defense #2,6
6h0G6j1R,C70,Ruy Lopez: Morphy Defense |  Caro Variation,8
gdtCoSCp,D06,Queen's Gambit Refused: Marshall Defense,4
FxT1Bgfr,B08,Pirc Defense: Classical Variation,8
UithcC2Y,B33,Sicilian Defense: Lasker-Pelikan Variation |  Schlechter Variation,11
5cOae8z6,A16,English Opening: Anglo-Indian Defense |  Queen's Knight Variation,3
kouj7vzk,B32,Sicilian Defense: Open,5
D9UOt6qm,B21,Sicilian Defense: Smith-Morra Gambit #2,3
aYtANhIr,C01,French Defense: Winawer Variation |  Delayed Exchange Variation,7
aqxXX3WP,B20,Sicilian Defense: Bowdler Attack,3
NTQol79s,C42,Russian Game: Three Knights Game,5
d64SWOI4,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
vPmUfx98,A48,London System,5
lEMbjIVj,B07,Pirc Defense #5,3
CLCmAakC,E71,King's Indian Defense: Makogonov Variation,9
n6wUxvSC,E90,King's Indian Defense: Larsen Variation,11
6pP25Aqh,C62,Ruy Lopez: Steinitz Defense,6
r3PrBblO,C66,Ruy Lopez: Berlin Defense |  Improved Steinitz Defense,8
sca1xK3a,C79,Ruy Lopez: Morphy Defense |  Steinitz Deferred,10
8IIoLziL,C66,Ruy Lopez: Berlin Defense |  Improved Steinitz Defense,8
gq5rkMNe,A45,Indian Game,2
qqd8hfis,C48,Four Knights Game: Spanish Variation |  Classical Variation,8
j9bTTV88,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
yhlqqmAc,B01,Scandinavian Defense: Blackburne Gambit,6
mdwujX7l,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,9
JUwbUJPz,C41,Philidor Defense #3,5
wEfC8XgQ,B90,Sicilian Defense: Najdorf Variation |  English Attack,11
7mvjWMep,B07,Pirc Defense #3,6
9gCuEDpa,C66,Ruy Lopez: Berlin Defense |  Improved Steinitz Defense,8
VCfBDk7Y,E61,Indian Game: West Indian Defense,4
HMO6u0Cy,C78,Ruy Lopez: Morphy Defense #2,12
AQiErv2V,C42,Russian Game: Urusov Gambit,5
umcyEyqd,E90,King's Indian Defense: Larsen Variation,11
mfXD0AL6,C20,King's Pawn Game: King's Head Opening #2,3
AxazxFl2,C00,St. George Defense,4
XyWLwvaf,E00,Amar Opening,1
ildA8Fp8,B08,Pirc Defense: Classical Variation,8
22tW8ArG,A00,Anderssen Opening,1
snhF54Py,B00,Nimzowitsch Defense,2
puTB7LWh,E00,Amar Opening,1
Q2x9DXz4,A04,Reti Opening,1
6LNVAWHv,A04,Zukertort Opening: Basman Defense,2
AbWNNin8,A00,Van Geet Opening,1
lG80eRz9,C16,French Defense: Winawer Variation |  Advance Variation,7
sM9kM0wE,B90,Sicilian Defense: Najdorf Variation,10
A5X5WZBJ,C42,Russian Game: Three Knights Game,5
Db8r6BRA,D94,Gruenfeld Defense: Three Knights Variation |  Burille Variation,9
g5GsCu9c,C00,French Defense: Reti-Spielmann Attack,3
NXyWhvji,C55,Italian Game: Anti-Fried Liver Defense,6
P9JF4Rav,B51,Sicilian Defense: Canal-Sokolsky Attack,5
XHf0bz8h,A15,English Opening: Anglo-Indian Defense |  Scandinavian Defense |  Exchange Variation,6
zEWTkqYd,C00,French Defense: Reti-Spielmann Attack,3
tMrlRj6H,B00,Nimzowitsch Defense,2
W5TyBb6p,C46,Three Knights Opening: Winawer Defense,6
qNzJsU0x,B54,Sicilian Defense #2,6
VG2uaC3K,C58,Italian Game: Two Knights Defense |  Polerio Defense |  Bishop Check Line,11
AlsPBB7X,C00,French Defense: Reti-Spielmann Attack,3
Qf1k90mE,B10,Caro-Kann Defense,2
R8bmQGx9,C40,King's Knight Opening,3
a4CSG0tH,C21,Center Game #2,3
8jTABmIR,C20,King's Pawn Game: Tortoise Opening,3
muiAFOVl,B07,Pirc Defense #4,2
Kvs4ElAL,A00,Gedult's Opening,1
REfxHHD0,B07,Pirc Defense #3,6
CeZDZc0g,D11,Slav Defense: Quiet Variation,7
ePVFyN9y,C50,Giuoco Piano,6
yCUXaARs,A42,Sicilian Defense: Hyperaccelerated Fianchetto,5
cVirlOkG,A43,Benoni Defense: Old Benoni,4
unNCAAzT,C42,Russian Game: Urusov Gambit,5
0fqbuNwq,C41,Philidor Defense #3,5
JdI7WuGI,B02,Alekhine Defense: Scandinavian Variation,4
7dwko668,C20,King's Pawn Game: Leonardis Variation,3
SzAZIZqu,B02,Alekhine Defense,2
9lovnw5E,A01,Nimzo-Larsen Attack: Indian Variation,2
A12OLEfT,B01,Scandinavian Defense,2
8vCB2JF1,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
1dpUH7SR,D00,Queen's Pawn Game #2,3
1F6lftEX,C42,Russian Game: Damiano Variation,6
R7gra2BG,A40,Modern Defense,2
ZPC5uB7w,C40,King's Pawn Game: Damiano Defense,4
3PXGO6tK,C20,King's Pawn Game: Clam Variation |  King's Gambit Reversed,4
XNFwX8dj,D00,Queen's Pawn Game: Mason Attack,3
8flC8xAs,C41,Philidor Defense #3,5
lVS9uNQj,C41,Philidor Defense #3,5
HRGjyK32,C55,Italian Game: Two Knights Defense |  Modern Bishop's Opening,7
guIt4MTW,B25,Sicilian Defense: Closed Variation |  Traditional,4
Mp3t2Q8D,B25,Sicilian Defense: Closed Variation |  Traditional,4
7dQmpIJQ,A03,Bird Opening: Dutch Variation,2
5LCbCpeo,B30,Sicilian Defense: Old Sicilian,4
McanhBAU,B54,Sicilian Defense #2,6
mhxTYPrg,C60,Ruy Lopez,5
nfeAc1Cz,B20,Sicilian Defense,2
qbK48KHH,A40,Horwitz Defense,2
bUOzxnpp,C62,Ruy Lopez: Steinitz Defense,6
UVOXUoqA,C64,Ruy Lopez: Classical Variation,6
FVJkBv3w,C44,King's Pawn Game: Dresden Opening,5
eSX81pzG,A01,Nimzo-Larsen Attack: Modern Variation #2,3
KLkiMIOc,C65,Ruy Lopez: Berlin Defense #2,6
ijnrtJ09,B21,Sicilian Defense: McDonnell Attack,3
5CFdyoUL,B07,Pirc Defense #4,2
nLz361qJ,C41,Philidor Defense: Hanham Variation,6
YAM5gJHu,A40,Horwitz Defense,2
RjmWOWzW,C00,Queen's Pawn Game: Franco-Sicilian Defense,4
K3ARfviR,A04,Zukertort Opening: Pirc Invitation,2
4KfrlxPd,B00,Goldsmith Defense,2
HmkdlQ0w,C41,Philidor Defense #2,4
jH7C6aEi,C42,Russian Game: Damiano Variation,6
MPcwauiB,B20,Sicilian Defense: Staunton-Cochrane Variation,3
fatseONM,B32,Sicilian Defense: Open #3,7
x1ob2Pt3,B21,Sicilian Defense: Smith-Morra Gambit #2,3
FcIi1dAV,B20,Sicilian Defense: Staunton-Cochrane Variation,3
Bj5ER5su,B23,Sicilian Defense: Closed Variation,3
GXuBktGn,B32,Sicilian Defense: Open #3,7
3Lk8VJ0k,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
8orgjuBU,B20,Sicilian Defense,2
18HDTKYJ,C44,Ponziani Opening: Jaenisch Counterattack,6
k1MKgtqK,B00,King's Pawn Game: Nimzowitsch Defense,3
ZvZV7mJk,C41,Philidor Defense #2,4
cD3RJTko,B27,Sicilian Defense,3
r5Z1EbZq,B20,Sicilian Defense: Bowdler Attack,3
l3HlCynZ,C00,French Defense: Normal Variation,3
vNhqiSmP,C41,Philidor Defense,5
dPILkUfp,D11,Slav Defense: Modern,6
XWCCNA4p,C60,Ruy Lopez,5
fARHwh1J,C70,Ruy Lopez: Morphy Defense |  Caro Variation,8
94PzrlSh,B12,Caro-Kann Defense: Ulysses Gambit,7
CeQ4FJL4,C20,King's Pawn Game: Leonardis Variation,3
gf71eoJM,B00,Nimzowitsch Defense,2
livdjPVs,A02,Bird Opening: From's Gambit,2
aG89PHk1,A10,English Opening: Achilles-Omega Gambit,3
TLIJQzE0,B00,Nimzowitsch Defense,2
Hs1oCzHv,C50,Italian Game: Schilling-Kostic Gambit,6
NsEQlZ3B,B02,Alekhine Defense,2
iZcneutS,C20,King's Pawn Game,2
Pjq2zieD,A40,Modern Defense,2
I4T8fHHn,A43,Old Benoni Defense #2,3
oq3o27d7,B00,Nimzowitsch Defense,2
8DVJjgDI,B02,Alekhine Defense: Normal Variation,4
snbBQo3U,C20,King's Pawn Game: Napoleon Attack,3
LqRGDmAn,C20,English Opening: The Whale,3
hyHDCD1r,A02,Bird Opening: From's Gambit,2
N1kfn0Pb,B00,Lemming Defense,2
T7ZghMlH,B00,Goldsmith Defense,2
EJZGW9Kx,A00,Van Geet Opening: Reversed Nimzowitsch,2
PDEr3Wpq,C20,King's Pawn Game: Leonardis Variation,3
KTlKXYu5,B27,Sicilian Defense: Katalimov Variation,4
H1tXmciJ,D02,Queen's Pawn Game: Zukertort Variation,3
aLUDO0OK,B18,Caro-Kann Defense: Classical Variation,8
1tYloDlh,C34,King's Gambit Accepted |  MacLeod Defense,6
LtLvya6k,C23,Bishop's Opening,3
VWObpT2e,C23,Bishop's Opening,3
8HWKvRd7,C40,Elephant Gambit: Paulsen Countergambit,6
aK83TfkX,C46,Four Knights Game: Gunsberg Variation,7
N51cavhn,A25,English Opening: King's English Variation |  Reversed Closed Sicilian,4
faChBJ0t,A02,Bird Opening,1
qb0Br04o,C02,French Defense: Advance Variation #3,5
hQ2FqNFG,C00,French Defense: Knight Variation,3
9XRW1lgJ,C45,Scotch Game,7
hBUhm4jN,D00,Queen's Pawn Game: Levitsky Attack,3
WcYA1L7S,D00,Queen's Pawn Game,2
WszapulO,C46,Four Knights Game: Gunsberg Variation,7
0yQZ76aS,B50,Sicilian Defense: Delayed Alapin,5
t7MCFq3r,B30,Sicilian Defense: Old Sicilian,4
i6nE1F1S,B25,Sicilian Defense: Closed Variation |  Traditional,4
gxSm3Zp9,B20,Sicilian Defense: Staunton-Cochrane Variation,3
6Adb2k3F,A00,Gedult's Opening,1
H6xFMBLl,B50,Sicilian Defense: Delayed Alapin,5
WwkpkV7P,B20,Sicilian Defense: Bowdler Attack,3
Yvnv5jmg,C00,Rat Defense: Small Center Defense,4
TjhhrFvM,C62,Ruy Lopez: Steinitz Defense,6
u9Tl6RNG,B30,Sicilian Defense: Old Sicilian,4
JEIqg0A2,C89,Ruy Lopez: Marshall Attack,16
wDdAr5cV,B30,Sicilian Defense: Old Sicilian,4
wCgk3Tno,B25,Sicilian Defense: Closed Variation |  Traditional,4
SipCSO1G,B22,Sicilian Defense: Alapin Variation,3
00dSgZj7,B20,Sicilian Defense: Bowdler Attack,3
VgrpWPSJ,C44,Ponziani Opening,5
xFSBK77D,B22,Sicilian Defense: Alapin Variation,3
ihq8Mlwj,B50,Sicilian Defense: Delayed Alapin,5
NE2n7AAP,A85,Dutch Defense: Queen's Knight Variation,5
93zahHgP,C41,Philidor Defense #2,4
ajyh9QoL,B20,Sicilian Defense: Wing Gambit,3
TRktqq5h,C44,Ponziani Opening: Jaenisch Counterattack,6
U9PMzlXg,C43,Russian Game: Modern Attack |  Center Variation,7
VOmTxoSK,A06,Zukertort Opening: Tennison Gambit,3
xJyhfWO9,B00,King's Pawn,1
W2g5tr9m,C44,Scotch Game: Lolli Variation,6
HCylVwnT,B34,Sicilian Defense: Accelerated Dragon |  Modern Variation,9
Heof4taO,B00,Nimzowitsch Defense: Williams Variation,4
uMVn5HRw,B24,Sicilian Defense: Closed Variation |  Fianchetto Variation,5
R0zvoILb,B10,Caro-Kann Defense,2
Nqsugfp6,B10,Caro-Kann Defense,2
UF540Neb,D06,Queen's Gambit Refused: Marshall Defense,4
mZn0K0zd,D10,Slav Defense,4
xG2B7deG,D06,Queen's Gambit Refused: Austrian Defense,4
rzFaVyJj,D20,Queen's Gambit Accepted,4
uWFmrfVY,D35,Queen's Gambit Declined: Exchange Variation,7
StU9URj5,A40,Englund Gambit Complex: Hartlaub-Charlick Gambit,4
vPVqBm1q,D00,Queen's Pawn Game: Chigorin Variation,3
UFkXswno,B10,Caro-Kann Defense,2
3XVTGy1e,B10,Caro-Kann Defense,2
0jUOGBVG,D35,Queen's Gambit Declined: Normal Defense,6
Kr0h8oA9,B15,Caro-Kann Defense,5
lZw57Gfz,B10,Caro-Kann Defense,2
7hY0j15B,A40,Horwitz Defense,2
rN6BMxL5,D20,Queen's Gambit Accepted,4
KYtSy3GE,D30,Queen's Gambit Declined,4
DX1cVt7h,B00,Caro-Kann Defense: Hillbilly Attack,3
7f2k2ZKy,A80,Dutch Defense,2
tlZw9uen,B10,Caro-Kann Defense,2
QkmvsFrc,B00,Nimzowitsch Defense |  Declined Variation,3
hKngYu5f,C20,Bishop's Opening: Boi Variation,4
hJ3orVeR,B23,Sicilian Defense: Closed Variation,3
4T31cYDX,C42,Russian Game: Urusov Gambit,5
JUdkpMzD,D44,Queen's Gambit Declined: Vienna Variation,8
iFhZ3B8F,C22,Center Game: Paulsen Attack Variation,7
7zqvBzbW,A00,Grob Opening: Spike |  Hurst Attack,5
e0M8MFhD,C42,Russian Game: French Attack,9
q95vqKSc,C48,Four Knights Game: Spanish Variation |  Rubinstein Variation,8
6z9mfLKs,C21,Center Game #2,3
r6JLnr4c,B13,Caro-Kann Defense: Exchange Variation,5
i7fZnUrB,C42,Russian Game: Cozio (Lasker) Attack,9
zeTqO8vQ,B21,Sicilian Defense: Smith-Morra Gambit #2,3
Jj6QlqD1,C00,Queen's Pawn Game: Franco-Sicilian Defense,4
f8yVUtSf,C43,Petrov: Modern Attack,6
bYemm7Zz,C41,Philidor Defense,5
KSK6exM8,C41,Philidor Defense #3,5
iGKrSUV2,A10,English Opening: Anglo-Scandinavian Defense,2
kidqgjGM,C22,Center Game: Berger Variation,8
ERkxkoxF,C55,Italian Game: Anti-Fried Liver Defense,6
7ToCyaNS,B21,Sicilian Defense: Smith-Morra Gambit #2,3
TVqQr9d3,C24,Bishop's Opening: Berlin Defense,4
XhuUiPlG,C22,Center Game: Berger Variation,8
TOziQMsv,C40,King's Knight Opening,3
NE8z3DEl,B00,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,5
w6AmRXgh,C20,King's Pawn Game: Wayward Queen Attack,3
NY7u2Omr,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
rdD9KSfi,B07,King's Pawn Game: Maroczy Defense,4
DInvwDFc,C26,Vienna Game: Falkbeer Variation,4
P5uLal64,C24,Bishop's Opening: Berlin Defense,4
hSqBGEK8,D06,Queen's Gambit Refused: Marshall Defense,4
OhsyNZSG,B00,Nimzowitsch Defense: Franco-Nimzowitsch Variation,4
cr5iuIrQ,B01,Scandinavian Defense,2
cr5iuIrQ,B01,Scandinavian Defense,2
FtVjeTvc,D01,Queen's Pawn Game: Chigorin Variation,4
qblESqQn,C47,Four Knights Game: Scotch Variation,7
SeWWAAH8,A00,Van't Kruijs Opening,1
niw2zjOi,B01,Scandinavian Defense,2
ihAlSQ2i,C42,Russian Game: Damiano Variation,6
b21epG0r,A00,Ware Opening,1
WiuVyh8F,A40,Polish Defense,2
aKZVsxi7,C21,Center Game #2,3
FHk2N3wj,A40,Mikenas Defense,2
mA1wYS13,C20,King's Pawn Game: Napoleon Attack,3
qmEKgMQ7,A00,Polish Opening,1
czcRknBI,C41,Philidor Defense #2,4
Prg0wpcq,C46,Three Knights Opening,5
Edq8Rhf8,C41,Philidor Defense #2,4
x6FrUWtW,C60,Ruy Lopez,5
WtPRFdFr,A00,Hungarian Opening,1
U2c6Ntqe,D03,Queen's Pawn Game: Torre Attack |  Gruenfeld Variation,6
5gudvgsx,C57,Italian Game: Two Knights Defense |  Knight Attack |  Normal Variation,8
fbSlJaL8,C20,King's Pawn Game: Wayward Queen Attack,3
hBhPrmie,D02,Queen's Pawn Game: Chigorin Variation,4
5pJTtJLG,D06,Queen's Gambit Refused: Marshall Defense,4
uZFIyORe,C20,King's Pawn Game: Wayward Queen Attack,3
1BOkb1QE,C44,Scotch Game,5
JqfWq204,D05,Colle System #2,7
HgZqaU8G,D02,Queen's Pawn Game: Chigorin Variation,4
BMy4i4Y6,A00,Van't Kruijs Opening,1
hfih2smr,A40,English Defense #2,2
dpVslrR2,A41,Queen's Pawn,2
z4zn5SuK,D02,Queen's Pawn Game: London System,5
FUHof5BD,C30,King's Gambit Declined |  Queen's Knight Defense,4
A2u4TjKf,C57,Italian Game: Two Knights Defense |  Fried Liver Attack,11
O371pqab,A03,Bird Opening: Dutch Variation,2
kfELDqCo,D00,Queen's Pawn Game,2
Ja8QLAdX,C50,Four Knights Game: Italian Variation,8
GbqXTRfR,D05,Colle System,6
ZZZIvvU0,D00,Amazon Attack,3
u5aJxrLW,C44,King's Knight Opening: Normal Variation,4
RhPoF6U2,C20,King's Pawn Game: Leonardis Variation,3
I2niMJ0b,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,9
xqdaahOq,C25,Vienna Game: Max Lange Defense,4
SWzutPKI,A46,Yusupov-Rubinstein System,5
feCKPDg0,C25,Vienna Game: Vienna Gambit,5
6l8p3VLB,D02,Queen's Gambit Refused: Baltic Defense,4
FlHlmE9i,C24,Bishop's Opening: Berlin Defense,4
wycDvCS5,B06,Modern Defense,2
8VQNcZOY,C34,King's Gambit Accepted |  MacLeod Defense,6
gdF94tx2,C57,Italian Game: Two Knights Defense |  Knight Attack |  Normal Variation,8
fj8Qy0UC,B30,Sicilian Defense: Old Sicilian,4
Qz86tCvW,B32,Sicilian Defense: Open #3,7
XDKSUJSm,A42,Sicilian Defense: Hyperaccelerated Fianchetto,5
yn0S0FiX,A42,Sicilian Defense: Hyperaccelerated Fianchetto,5
ekoL95Wq,B21,Sicilian Defense: Smith-Morra Gambit #2,3
tk42Gnsk,C00,French Defense: Steinitz Attack,3
CcN5J9Y8,A03,Bird Opening: Dutch Variation,2
1bH369Cr,A00,Van't Kruijs Opening,1
fOgN81s0,B54,Sicilian Defense #2,6
pV3uuzKe,C30,King's Gambit Declined |  Norwalde Variation,4
QKlm0hw3,B23,Sicilian Defense: Closed Variation,3
xpubmFeE,B53,Sicilian Defense: Chekhover Variation,7
MPdTXWqT,A35,English Opening: Symmetrical Variation |  Two Knights Variation,4
NHRcERsd,B21,Sicilian Defense: Smith-Morra Gambit #2,3
lYEg18Ip,A00,Van't Kruijs Opening,1
8Bw81Ynp,B32,Sicilian Defense: Open #2,6
epiJi2wS,B20,Sicilian Defense: Bowdler Attack,3
o77rqvZh,C31,King's Gambit |  Falkbeer Countergambit Accepted,5
z8xajoMQ,C00,French Defense: Chigorin Variation,3
eLpFy54o,C37,King's Gambit Accepted: King Knight's Gambit,6
c02LbShM,B20,Sicilian Defense: Bowdler Attack,3
wmrYjsBG,C42,Russian Game: Nimzowitsch Attack,9
071xIJg0,C62,Ruy Lopez: Steinitz Defense,6
zTlf7W2i,B50,Sicilian Defense: Delayed Alapin,5
y2MwR7RZ,B90,Sicilian Defense: Najdorf |  Lipnitsky Attack,11
z0j86a4F,B21,Sicilian Defense: McDonnell Attack,3
uTaohUAT,E73,King's Indian Defense: Averbakh Variation |  Geller Defense,12
GeR0xQq5,D11,Slav Defense: Modern Line,5
r1bHHdSp,B21,Sicilian Defense: McDonnell Attack,3
53QIa0Oy,A00,Saragossa Opening,1
Cbvv7rN4,B12,Caro-Kann Defense,3
HJFaW72x,B00,King's Pawn Game: Nimzowitsch Defense,3
018JyEeA,C40,Elephant Gambit,4
d34ywqnx,C55,Italian Game: Anti-Fried Liver Defense,6
pe8wu9Ud,B00,Owen Defense,2
JoiwM97y,C55,Italian Game: Anti-Fried Liver Defense,6
fmmyENlR,C50,Italian Game: Giuoco Pianissimo,7
BtWQFLbW,C57,Italian Game: Two Knights Defense |  Polerio Defense,10
UxYJFGp8,C55,Italian Game: Anti-Fried Liver Defense,6
RH7eA7dl,C42,Russian Game: Three Knights Game,5
AeWVTOHx,C40,King's Pawn Game: Damiano Defense,4
3NNJLosr,C50,Italian Game: Giuoco Pianissimo |  Normal,8
d2cGqlcu,C55,Italian Game: Two Knights Defense |  Modern Bishop's Opening,7
KA1FGTw9,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,9
7vD13zGz,C50,Italian Game: Giuoco Pianissimo,7
LSEa5Qij,B00,Nimzowitsch Defense: Scandinavian Variation |  Advance Variation,5
BYbXwnos,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,5
AGjgKlrt,A45,Trompowsky Attack: Classical Defense |  Big Center Variation,5
4Zt7jw5j,C50,Giuoco Piano,6
6PJTEqcE,B12,Caro-Kann Defense,3
1EpvDINN,C55,Italian Game: Anti-Fried Liver Defense,6
iT9nUUOM,C41,Philidor Defense #3,5
AT66oZPF,B01,Scandinavian Defense,2
BMR4m22D,C42,Russian Game: Three Knights Game,5
18qpEVjX,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,9
LOrfGmwg,B07,King's Pawn Game: Maroczy Defense,4
XGjY9TWk,C50,Four Knights Game: Italian Variation,8
Qmt3ExG6,B00,Owen Defense,2
F05Wjj1U,B12,Caro-Kann Defense: Advance Variation,5
BFgm9X2I,B90,Sicilian Defense: Najdorf Variation |  Adams Attack,11
J0Puq3FZ,C55,Italian Game: Anti-Fried Liver Defense,6
NwmazmvR,C46,Four Knights Game: Italian Variation,7
xDdm2E8o,C50,Giuoco Piano,6
8v43czQN,B02,Alekhine Defense,2
I1ZOFFNj,C42,Russian Game: Three Knights Game,5
e2292JaS,B08,Pirc Defense: Classical Variation,8
g0tPbINB,C50,Giuoco Piano,6
PrpX9Fne,C02,French Defense: Advance Variation #2,7
5WGuvaoa,C00,Rat Defense: Small Center Defense,4
Gov9OitE,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,9
ufp9UTMe,B29,Sicilian Defense: Nimzowitsch Variation |  Closed Variation,5
6lvjEaav,B40,Sicilian Defense: French Variation |  Open,6
OgedjE68,C41,Philidor Defense #3,5
GpSMQNVd,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,5
FkKJnQNi,C55,Italian Game: Anti-Fried Liver Defense,6
k74HP1T0,C50,Giuoco Piano,6
yfuBgAoC,D06,Queen's Gambit,3
aM3glhVe,C00,French Defense: Knight Variation,3
a96nfZ1s,C46,Three Knights Opening,5
UX1RkaAp,B00,Owen Defense,2
HChTjRK2,C00,French Defense: Knight Variation,3
Uiq79Uha,C20,King's Pawn Game: Wayward Queen Attack,3
3bJ9xmTN,B20,Sicilian Defense: Bowdler Attack,3
iboSWj4a,C20,Bishop's Opening: Boi Variation,4
QuPE0D5e,B20,Sicilian Defense,2
LOsnAXGO,C20,King's Pawn Game: Wayward Queen Attack,3
v9KnKPqk,C20,King's Pawn Game: Wayward Queen Attack,3
qHO0YWtF,C23,Bishop's Opening: Philidor Counterattack,4
DbJ78r6g,C21,Center Game,5
xnBSxSB4,C23,Bishop's Opening,3
csP6sC74,C43,Russian Game: Modern Attack |  Center Variation,7
JdS8qzJ2,B01,Scandinavian Defense,2
06DXS9rn,B54,Sicilian Defense #2,6
7XCRAiUW,D30,Queen's Gambit Declined: Tarrasch Defense |  Pseudo-Tarrasch Bishop Attack,9
SlwtOp0O,C40,King's Pawn Game: Damiano Defense,4
zEUv4bsE,B21,Sicilian Defense: McDonnell Attack,3
x7PZTvqe,A46,Indian Game: Wade-Tartakower Defense,4
9meL3k35,B32,Sicilian Defense: Open #3,7
37WQymP1,D06,Queen's Gambit Refused: Marshall Defense,4
7tghWvRh,B07,Pirc Defense #5,3
y0oAxyO5,B32,Sicilian Defense: Open #3,7
eQypIfzP,C49,Four Knights Game: Double Spanish,8
97eS1JmG,A15,English Opening: Anglo-Indian Defense,2
fB0M012q,B01,Scandinavian Defense: Main Line,6
OOZgdJQi,B20,Sicilian Defense,2
IvdgnOwN,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
yEp5OZ15,B80,Sicilian Defense: Scheveningen Variation,10
ZadokJun,C00,French Defense: Reti-Spielmann Attack,3
otdzaTLb,C40,King's Knight Opening,3
pnUiYHYo,A40,Englund Gambit Declined |  Reversed French,3
YMiyy1mZ,C40,Gunderam Defense,4
3wL1Yzki,C40,Elephant Gambit,4
T5M34F4W,C68,Ruy Lopez: Exchange Variation,7
ebl2YlrJ,C46,Four Knights Game: Italian Variation,7
