id,increment_code,Start_on,End_on
7mvjWMep,10+0,1483440000000.0,1483440000000.0
9gCuEDpa,10+0,1483320000000.0,1483320000000.0
VCfBDk7Y,15+15,1483120000000.0,1483120000000.0
HMO6u0Cy,15+15,1483110000000.0,1483120000000.0
AQiErv2V,10+0,1482820000000.0,1482820000000.0
umcyEyqd,10+0,1482750000000.0,1482750000000.0
mfXD0AL6,10+0,1482700000000.0,1482700000000.0
AxazxFl2,10+0,1482650000000.0,1482650000000.0
XyWLwvaf,10+0,1425490000000.0,1425490000000.0
ildA8Fp8,30+0,1423500000000.0,1423500000000.0
22tW8ArG,11+7,1423500000000.0,1423500000000.0
snhF54Py,10+10,1422480000000.0,1422480000000.0
puTB7LWh,3+9,1422480000000.0,1422480000000.0
Q2x9DXz4,0+180,1421420000000.0,1421430000000.0
6LNVAWHv,16+8,1421350000000.0,1421350000000.0
AbWNNin8,16+8,1421340000000.0,1421340000000.0
lG80eRz9,5+15,1467790000000.0,1467790000000.0
sM9kM0wE,10+0,1458810000000.0,1458810000000.0
A5X5WZBJ,7+7,1458800000000.0,1458800000000.0
Db8r6BRA,10+0,1458800000000.0,1458800000000.0
g5GsCu9c,10+0,1458800000000.0,1458800000000.0
NXyWhvji,7+7,1458790000000.0,1458790000000.0
P9JF4Rav,15+0,1458740000000.0,1458740000000.0
XHf0bz8h,15+0,1458740000000.0,1458740000000.0
zEWTkqYd,15+0,1458740000000.0,1458740000000.0
tMrlRj6H,10+0,1458740000000.0,1458740000000.0
W5TyBb6p,15+2,1458710000000.0,1458710000000.0
qNzJsU0x,15+0,1458670000000.0,1458670000000.0
VG2uaC3K,5+5,1458670000000.0,1458670000000.0
AlsPBB7X,12+0,1458650000000.0,1458650000000.0
Qf1k90mE,8+0,1458470000000.0,1458480000000.0
R8bmQGx9,6+4,1425090000000.0,1425090000000.0
a4CSG0tH,10+10,1424670000000.0,1424670000000.0
8jTABmIR,10+0,1424100000000.0,1424100000000.0
muiAFOVl,5+5,1436880000000.0,1436880000000.0
Kvs4ElAL,10+10,1436880000000.0,1436880000000.0
REfxHHD0,5+5,1436880000000.0,1436880000000.0
CeZDZc0g,15+5,1432910000000.0,1432920000000.0
ePVFyN9y,5+6,1426830000000.0,1426830000000.0
yCUXaARs,10+0,1426830000000.0,1426830000000.0
cVirlOkG,10+1,1426690000000.0,1426700000000.0
unNCAAzT,10+0,1426680000000.0,1426680000000.0
0fqbuNwq,15+0,1425460000000.0,1425460000000.0
JdI7WuGI,25+30,1423780000000.0,1423780000000.0
7dwko668,30+0,1423780000000.0,1423780000000.0
SzAZIZqu,12+9,1423780000000.0,1423780000000.0
9lovnw5E,12+9,1423770000000.0,1423780000000.0
A12OLEfT,12+9,1423770000000.0,1423770000000.0
8vCB2JF1,10+0,1423770000000.0,1423770000000.0
1dpUH7SR,14+5,1423770000000.0,1423770000000.0
1F6lftEX,20+0,1423700000000.0,1423700000000.0
R7gra2BG,20+0,1423700000000.0,1423700000000.0
ZPC5uB7w,20+0,1423700000000.0,1423700000000.0
3PXGO6tK,20+0,1423700000000.0,1423700000000.0
XNFwX8dj,20+0,1423700000000.0,1423700000000.0
8flC8xAs,5+8,1423700000000.0,1423700000000.0
lVS9uNQj,5+8,1423700000000.0,1423700000000.0
HRGjyK32,25+0,1496110000000.0,1496110000000.0
guIt4MTW,25+0,1496110000000.0,1496110000000.0
Mp3t2Q8D,25+0,1494710000000.0,1494720000000.0
7dQmpIJQ,8+0,1478410000000.0,1478410000000.0
5LCbCpeo,8+0,1478410000000.0,1478410000000.0
McanhBAU,10+2,1484780000000.0,1484780000000.0
mhxTYPrg,10+10,1482700000000.0,1482700000000.0
nfeAc1Cz,10+2,1482610000000.0,1482610000000.0
qbK48KHH,5+5,1482600000000.0,1482600000000.0
bUOzxnpp,10+5,1482270000000.0,1482270000000.0
UVOXUoqA,8+10,1482270000000.0,1482270000000.0
FVJkBv3w,10+0,1482260000000.0,1482260000000.0
eSX81pzG,10+0,1482260000000.0,1482260000000.0
KLkiMIOc,10+0,1482260000000.0,1482260000000.0
ijnrtJ09,10+3,1482260000000.0,1482260000000.0
5CFdyoUL,15+8,1481680000000.0,1481690000000.0
nLz361qJ,25+0,1481680000000.0,1481680000000.0
YAM5gJHu,7+5,1481680000000.0,1481680000000.0
RjmWOWzW,15+3,1481680000000.0,1481680000000.0
K3ARfviR,15+3,1481680000000.0,1481680000000.0
4KfrlxPd,10+0,1481680000000.0,1481680000000.0
HmkdlQ0w,5+8,1481680000000.0,1481680000000.0
jH7C6aEi,5+5,1481680000000.0,1481680000000.0
MPcwauiB,5+5,1481670000000.0,1481680000000.0
fatseONM,8+0,1481420000000.0,1481420000000.0
x1ob2Pt3,10+5,1481420000000.0,1481420000000.0
FcIi1dAV,15+3,1480820000000.0,1480820000000.0
Bj5ER5su,10+5,1480820000000.0,1480820000000.0
GXuBktGn,19+2,1480800000000.0,1480800000000.0
3Lk8VJ0k,30+0,1480650000000.0,1480650000000.0
8orgjuBU,30+0,1480650000000.0,1480650000000.0
18HDTKYJ,25+0,1480640000000.0,1480650000000.0
k1MKgtqK,9+4,1480640000000.0,1480640000000.0
ZvZV7mJk,8+3,1480640000000.0,1480640000000.0
cD3RJTko,8+3,1480640000000.0,1480640000000.0
r5Z1EbZq,10+2,1480640000000.0,1480640000000.0
l3HlCynZ,10+7,1480640000000.0,1480640000000.0
vNhqiSmP,5+8,1429820000000.0,1429820000000.0
dPILkUfp,11+10,1423540000000.0,1423540000000.0
XWCCNA4p,30+0,1423540000000.0,1423540000000.0
fARHwh1J,15+10,1423290000000.0,1423290000000.0
94PzrlSh,5+8,1423280000000.0,1423280000000.0
CeQ4FJL4,5+8,1423280000000.0,1423280000000.0
gf71eoJM,10+35,1416430000000.0,1416430000000.0
livdjPVs,4+6,1422640000000.0,1422640000000.0
aG89PHk1,4+6,1422640000000.0,1422640000000.0
TLIJQzE0,5+8,1422380000000.0,1422390000000.0
Hs1oCzHv,10+0,1421180000000.0,1421180000000.0
NsEQlZ3B,15+30,1421180000000.0,1421180000000.0
iZcneutS,14+8,1421170000000.0,1421180000000.0
Pjq2zieD,4+7,1421160000000.0,1421160000000.0
I4T8fHHn,4+7,1421160000000.0,1421160000000.0
oq3o27d7,20+8,1421160000000.0,1421160000000.0
8DVJjgDI,20+8,1421160000000.0,1421160000000.0
snbBQo3U,20+8,1421160000000.0,1421160000000.0
LqRGDmAn,5+5,1420830000000.0,1420830000000.0
hyHDCD1r,19+0,1422630000000.0,1422630000000.0
N1kfn0Pb,19+0,1422630000000.0,1422630000000.0
T7ZghMlH,10+0,1422560000000.0,1422560000000.0
EJZGW9Kx,10+0,1422560000000.0,1422560000000.0
PDEr3Wpq,10+0,1425760000000.0,1425760000000.0
KTlKXYu5,11+0,1425050000000.0,1425050000000.0
H1tXmciJ,5+8,1423160000000.0,1423160000000.0
aLUDO0OK,6+12,1422480000000.0,1422480000000.0
1tYloDlh,6+12,1422480000000.0,1422480000000.0
LtLvya6k,8+0,1422480000000.0,1422480000000.0
VWObpT2e,8+0,1422480000000.0,1422480000000.0
8HWKvRd7,7+2,1422480000000.0,1422480000000.0
aK83TfkX,7+2,1422480000000.0,1422480000000.0
N51cavhn,12+0,1422470000000.0,1422470000000.0
faChBJ0t,10+0,1422470000000.0,1422470000000.0
qb0Br04o,5+8,1422470000000.0,1422470000000.0
hQ2FqNFG,7+7,1422470000000.0,1422470000000.0
9XRW1lgJ,5+8,1422390000000.0,1422390000000.0
hBUhm4jN,7+8,1422390000000.0,1422390000000.0
WcYA1L7S,8+8,1422390000000.0,1422390000000.0
WszapulO,7+2,1422390000000.0,1422390000000.0
0yQZ76aS,10+0,1422300000000.0,1422300000000.0
t7MCFq3r,10+0,1422300000000.0,1422300000000.0
i6nE1F1S,10+0,1422300000000.0,1422300000000.0
gxSm3Zp9,10+0,1422300000000.0,1422300000000.0
6Adb2k3F,10+0,1422300000000.0,1422300000000.0
H6xFMBLl,10+0,1422300000000.0,1422300000000.0
WwkpkV7P,10+0,1422300000000.0,1422300000000.0
Yvnv5jmg,8+0,1422290000000.0,1422290000000.0
TjhhrFvM,8+0,1422290000000.0,1422290000000.0
u9Tl6RNG,8+0,1422290000000.0,1422290000000.0
JEIqg0A2,8+0,1422290000000.0,1422290000000.0
wDdAr5cV,8+0,1422290000000.0,1422290000000.0
wCgk3Tno,8+0,1422290000000.0,1422290000000.0
SipCSO1G,8+0,1422290000000.0,1422290000000.0
00dSgZj7,8+0,1422230000000.0,1422230000000.0
VgrpWPSJ,8+0,1422230000000.0,1422230000000.0
xFSBK77D,8+0,1422230000000.0,1422230000000.0
ihq8Mlwj,10+0,1422230000000.0,1422230000000.0
NE2n7AAP,8+0,1422230000000.0,1422230000000.0
93zahHgP,8+0,1422230000000.0,1422230000000.0
ajyh9QoL,13+2,1422220000000.0,1422220000000.0
TRktqq5h,13+2,1422220000000.0,1422220000000.0
U9PMzlXg,5+10,1422220000000.0,1422220000000.0
VOmTxoSK,10+0,1422220000000.0,1422220000000.0
xJyhfWO9,10+0,1422210000000.0,1422210000000.0
W2g5tr9m,8+0,1422200000000.0,1422200000000.0
HCylVwnT,8+0,1422200000000.0,1422200000000.0
Heof4taO,10+0,1422200000000.0,1422200000000.0
uMVn5HRw,10+0,1422200000000.0,1422200000000.0
R0zvoILb,5+8,1433450000000.0,1433450000000.0
Nqsugfp6,11+11,1429750000000.0,1429750000000.0
UF540Neb,11+11,1429750000000.0,1429750000000.0
mZn0K0zd,10+8,1429220000000.0,1429220000000.0
xG2B7deG,10+8,1429220000000.0,1429220000000.0
rzFaVyJj,15+0,1428020000000.0,1428020000000.0
uWFmrfVY,5+8,1427930000000.0,1427930000000.0
StU9URj5,5+8,1426630000000.0,1426630000000.0
vPVqBm1q,8+1,1426200000000.0,1426210000000.0
UFkXswno,10+0,1426200000000.0,1426200000000.0
3XVTGy1e,10+0,1426050000000.0,1426050000000.0
0jUOGBVG,5+8,1426030000000.0,1426040000000.0
Kr0h8oA9,5+8,1426030000000.0,1426030000000.0
lZw57Gfz,5+6,1425930000000.0,1425930000000.0
7hY0j15B,10+8,1425870000000.0,1425870000000.0
rN6BMxL5,10+3,1425870000000.0,1425870000000.0
KYtSy3GE,5+8,1425680000000.0,1425690000000.0
DX1cVt7h,5+8,1425620000000.0,1425620000000.0
7f2k2ZKy,15+0,1425510000000.0,1425510000000.0
tlZw9uen,15+15,1424830000000.0,1424830000000.0
QkmvsFrc,16+8,1421360000000.0,1421360000000.0
hKngYu5f,10+10,1420610000000.0,1420610000000.0
hJ3orVeR,15+5,1419980000000.0,1419980000000.0
4T31cYDX,10+0,1504010000000.0,1504010000000.0
JUdkpMzD,15+10,1499020000000.0,1499020000000.0
iFhZ3B8F,20+20,1496170000000.0,1496170000000.0
7zqvBzbW,15+0,1496100000000.0,1496100000000.0
e0M8MFhD,20+0,1495650000000.0,1495650000000.0
q95vqKSc,15+0,1495650000000.0,1495650000000.0
6z9mfLKs,15+0,1495560000000.0,1495560000000.0
r6JLnr4c,10+0,1484050000000.0,1484050000000.0
i7fZnUrB,10+0,1484050000000.0,1484050000000.0
zeTqO8vQ,10+0,1483910000000.0,1483910000000.0
Jj6QlqD1,10+0,1483910000000.0,1483910000000.0
f8yVUtSf,10+0,1483900000000.0,1483900000000.0
bYemm7Zz,10+0,1483890000000.0,1483900000000.0
KSK6exM8,10+0,1483890000000.0,1483890000000.0
iGKrSUV2,10+0,1483830000000.0,1483830000000.0
kidqgjGM,10+0,1483830000000.0,1483830000000.0
ERkxkoxF,10+0,1483830000000.0,1483830000000.0
7ToCyaNS,10+0,1483830000000.0,1483830000000.0
TVqQr9d3,10+0,1483830000000.0,1483830000000.0
XhuUiPlG,10+0,1483830000000.0,1483830000000.0
TOziQMsv,10+0,1483830000000.0,1483830000000.0
NE8z3DEl,10+0,1475780000000.0,1475780000000.0
w6AmRXgh,10+0,1475780000000.0,1475780000000.0
NY7u2Omr,15+8,1473990000000.0,1473990000000.0
rdD9KSfi,10+0,1462850000000.0,1462850000000.0
DInvwDFc,8+0,1462840000000.0,1462840000000.0
P5uLal64,30+0,1456100000000.0,1456100000000.0
hSqBGEK8,5+5,1422410000000.0,1422410000000.0
OhsyNZSG,5+5,1422400000000.0,1422400000000.0
cr5iuIrQ,6+8,1425390000000.0,1425390000000.0
cr5iuIrQ,6+8,1425385753435.0,1425386308759.0
FtVjeTvc,19+30,1424253660228.0,1424254576241.0
qblESqQn,19+30,1424252761439.0,1424253647233.0
SeWWAAH8,19+30,1424251946507.0,1424252757531.0
niw2zjOi,8+0,1421311438897.0,1421311949102.0
ihAlSQ2i,8+4,1418216578172.0,1418216778617.0
b21epG0r,8+4,1418216411633.0,1418216572431.0
WiuVyh8F,8+8,1416400653558.0,1416401289197.0
aKZVsxi7,5+8,1422098885917.0,1422099337813.0
FHk2N3wj,12+0,1421941168269.0,1421941773107.0
mA1wYS13,12+20,1421929007323.0,1421930366518.0
qmEKgMQ7,15+0,1421915967250.0,1421917449607.0
czcRknBI,15+5,1421871235862.0,1421871961458.0
Prg0wpcq,10+8,1421870947676.0,1421871114557.0
Edq8Rhf8,45+0,1421693489554.0,1421694917763.0
x6FrUWtW,10+20,1421690136980.0,1421691300635.0
WtPRFdFr,9+9,1421586860006.0,1421587932820.0
U2c6Ntqe,25+0,1421485615139.0,1421486599373.0
5gudvgsx,15+2,1421421327334.0,1421422170208.0
fbSlJaL8,10+6,1421350879343.0,1421352201233.0
hBhPrmie,15+0,1421267773889.0,1421268590652.0
5pJTtJLG,29+30,1421261415489.0,1421262764098.0
uZFIyORe,10+15,1421233655017.0,1421235897018.0
1BOkb1QE,8+8,1421230638605.0,1421232037394.0
JqfWq204,10+0,1421173963569.0,1421174637985.0
HgZqaU8G,15+9,1421147059112.0,1421147408261.0
BMy4i4Y6,15+5,1421089967075.0,1421090517685.0
hfih2smr,5+8,1421086618041.0,1421087467495.0
dpVslrR2,5+8,1420997121686.0,1420997961803.0
z4zn5SuK,8+8,1420971352767.0,1420971721334.0
FUHof5BD,5+5,1420920964980.0,1420921751728.0
A2u4TjKf,8+10,1420919096279.0,1420919473437.0
O371pqab,8+8,1420917828492.0,1420918133690.0
kfELDqCo,10+1,1420914753066.0,1420915342503.0
Ja8QLAdX,20+0,1420884880778.0,1420886753355.0
GbqXTRfR,12+8,1420880341601.0,1420880991366.0
ZZZIvvU0,1+30,1420878841159.0,1420879141584.0
u5aJxrLW,10+0,1420833621618.0,1420834023157.0
RhPoF6U2,3+10,1420832920760.0,1420833576238.0
I2niMJ0b,10+0,1420829903195.0,1420830769264.0
xqdaahOq,120+1,1420827692488.0,1420828235961.0
SWzutPKI,8+0,1420743911364.0,1420744823068.0
feCKPDg0,15+5,1420657145802.0,1420658474631.0
6l8p3VLB,2+15,1420624227110.0,1420624996584.0
FlHlmE9i,15+5,1420610523523.0,1420611114414.0
wycDvCS5,5+5,1461035114060.0,1461035866796.0
8VQNcZOY,5+5,1447129630258.0,1447130581313.0
gdF94tx2,5+8,1447128551256.0,1447129447705.0
fj8Qy0UC,10+0,1446782614620.0,1446783442886.0
Qz86tCvW,5+5,1446782134396.0,1446782595940.0
XDKSUJSm,5+5,1446782057445.0,1446782110254.0
yn0S0FiX,180+5,1446609535204.0,1446610721686.0
ekoL95Wq,180+5,1445375452555.0,1445378409653.0
tk42Gnsk,10+2,1444877394424.0,1444877868257.0
CcN5J9Y8,15+10,1439347392387.0,1439348966961.0
1bH369Cr,10+0,1435984115176.0,1435984951784.0
fOgN81s0,15+10,1430589285346.0,1430589546818.0
pV3uuzKe,10+10,1430451135660.0,1430451583959.0
QKlm0hw3,12+5,1430449947400.0,1430451096945.0
xpubmFeE,5+5,1430448948058.0,1430449832684.0
MPdTXWqT,8+0,1430448134335.0,1430448878072.0
NHRcERsd,7+8,1430447715861.0,1430448091396.0
lYEg18Ip,5+8,1430193948266.0,1430193986328.0
8Bw81Ynp,10+0,1430082229087.0,1430083112382.0
epiJi2wS,10+0,1430069895320.0,1430070787525.0
o77rqvZh,11+10,1430065479667.0,1430067091763.0
z8xajoMQ,5+15,1429982599825.0,1429982906344.0
eLpFy54o,8+0,1429981847632.0,1429982367710.0
c02LbShM,12+7,1427313113782.0,1427313757307.0
wmrYjsBG,10+0,1497376463985.0,1497376769855.0
071xIJg0,10+0,1471805454825.0,1471806171172.0
zTlf7W2i,10+2,1471365607996.0,1471366276443.0
y2MwR7RZ,4+8,1469137476899.0,1469137746037.0
z0j86a4F,5+8,1469032143015.0,1469032694272.0
uTaohUAT,25+25,1468458143752.0,1468459339925.0
GeR0xQq5,10+0,1468457651605.0,1468457988899.0
r1bHHdSp,9+11,1468254101572.0,1468254924786.0
53QIa0Oy,8+0,1468197152113.0,1468197203977.0
Cbvv7rN4,8+0,1468196858469.0,1468197149012.0
HJFaW72x,6+10,1427400388428.0,1427401411326.0
018JyEeA,20+10,1432626725046.0,1432627495128.0
d34ywqnx,20+10,1432009876683.0,1432011792830.0
pe8wu9Ud,20+10,1431836459396.0,1431837997012.0
JoiwM97y,20+10,1430821938587.0,1430824242901.0
fmmyENlR,20+10,1426341624421.0,1426343592438.0
BtWQFLbW,20+10,1426167409272.0,1426168667994.0
UxYJFGp8,20+10,1425278706708.0,1425279202946.0
RH7eA7dl,20+10,1424541526471.0,1424541994844.0
AeWVTOHx,20+10,1424339115052.0,1424339548248.0
3NNJLosr,20+10,1424333781465.0,1424335895035.0
d2cGqlcu,20+10,1424332894672.0,1424333706064.0
KA1FGTw9,20+10,1424073478864.0,1424075749754.0
7vD13zGz,20+10,1424059954494.0,1424060943870.0
LSEa5Qij,20+10,1424056938173.0,1424057468035.0
BYbXwnos,20+10,1424025259651.0,1424027757906.0
AGjgKlrt,20+10,1424007005788.0,1424008571148.0
4Zt7jw5j,20+10,1423970156629.0,1423972329304.0
6PJTEqcE,20+10,1423941022992.0,1423942851707.0
1EpvDINN,20+10,1423935114427.0,1423937952667.0
iT9nUUOM,20+10,1423928931351.0,1423931210262.0
AT66oZPF,20+10,1423927105071.0,1423928616594.0
BMR4m22D,20+10,1423926957439.0,1423927060382.0
18qpEVjX,20+10,1423917544817.0,1423918357880.0
LOrfGmwg,20+10,1423913162274.0,1423914900758.0
XGjY9TWk,20+10,1423898638782.0,1423900174699.0
Qmt3ExG6,20+10,1423895118048.0,1423896394538.0
F05Wjj1U,20+10,1423883704578.0,1423884948022.0
BFgm9X2I,20+10,1423853889104.0,1423855607406.0
J0Puq3FZ,20+10,1423839716202.0,1423842025044.0
NwmazmvR,20+10,1423837745508.0,1423838858273.0
xDdm2E8o,20+10,1423809779256.0,1423810789329.0
8v43czQN,20+5,1423751203068.0,1423752336290.0
I1ZOFFNj,20+5,1423723125112.0,1423723714166.0
e2292JaS,20+5,1423716077483.0,1423717531800.0
g0tPbINB,20+5,1423714368351.0,1423715763544.0
PrpX9Fne,20+5,1423712593160.0,1423713357319.0
5WGuvaoa,20+5,1423709996710.0,1423711888274.0
Gov9OitE,20+5,1423663449998.0,1423665396269.0
ufp9UTMe,20+5,1423661543613.0,1423662836932.0
6lvjEaav,20+5,1423661229964.0,1423661508822.0
OgedjE68,20+5,1423633715155.0,1423633888519.0
GpSMQNVd,20+5,1423577858415.0,1423578951279.0
FkKJnQNi,20+5,1423575161221.0,1423575547397.0
k74HP1T0,20+5,1423574797870.0,1423575141429.0
yfuBgAoC,10+0,1420194523001.0,1420195211661.0
aM3glhVe,10+8,1420193143817.0,1420193378673.0
a96nfZ1s,20+0,1437720690326.0,1437722171573.0
UX1RkaAp,5+8,1422819559084.0,1422820076884.0
HChTjRK2,7+7,1422818559218.0,1422819515293.0
Uiq79Uha,8+0,1421057420135.0,1421057453165.0
3bJ9xmTN,12+2,1421057274842.0,1421058028958.0
iboSWj4a,1+12,1420140706109.0,1420140881316.0
QuPE0D5e,11+0,1420140010692.0,1420140739391.0
LOsnAXGO,180+180,1420139673461.0,1420159537408.0
v9KnKPqk,180+180,1420139294070.0,1420151579909.0
qHO0YWtF,180+180,1420138769653.0,1420139061357.0
DbJ78r6g,5+8,1420138570065.0,1420138737444.0
xnBSxSB4,15+5,1419966693342.0,1419968933203.0
csP6sC74,5+5,1419947215740.0,1419947758873.0
JdS8qzJ2,12+0,1419945787203.0,1419946330159.0
06DXS9rn,8+0,1422753693868.0,1422754045679.0
7XCRAiUW,8+180,1417648280784.0,1417648428882.0
SlwtOp0O,180+180,1466180046199.0,1466180629320.0
zEUv4bsE,10+0,1500473803340.0,1500474832056.0
x7PZTvqe,10+0,1499219016323.0,1499219410446.0
9meL3k35,10+0,1499218193099.0,1499218776510.0
37WQymP1,10+0,1499179055207.0,1499179502079.0
7tghWvRh,10+0,1499177769798.0,1499178344625.0
y0oAxyO5,10+0,1499033025661.0,1499033344711.0
eQypIfzP,10+0,1497580008152.0,1497580144981.0
97eS1JmG,10+0,1497579661404.0,1497579998480.0
fB0M012q,10+0,1497579278600.0,1497579591001.0
OOZgdJQi,10+0,1496025801971.0,1496026247129.0
IvdgnOwN,10+0,1496025320854.0,1496025786430.0
yEp5OZ15,20+5,1495123050934.0,1495123730614.0
ZadokJun,1+30,1418862711397.0,1418862791065.0
otdzaTLb,35+15,1419292305826.0,1419292427446.0
pnUiYHYo,10+10,1419182734015.0,1419183007997.0
YMiyy1mZ,8+0,1419179135478.0,1419179799957.0
3wL1Yzki,8+4,1419011950600.0,1419012063303.0
T5M34F4W,5+8,1437459322293.0,1437459988288.0
ebl2YlrJ,10+0,1437457891428.0,1437458032550.0
OdJHMn02,10+5,1437369226417.0,1437370139026.0
uGuoeGsc,10+3,1437056617226.0,1437057815768.0
lqtIurpJ,10+0,1444930484679.0,1444931201564.0
Rq5dDXtu,10+0,1444929900834.0,1444930468045.0
ro6YV4Nk,10+0,1444852233038.0,1444852400206.0
2PAwnrXN,10+0,1444851538464.0,1444852173067.0
DC1d5QWd,10+0,1444851314218.0,1444851497832.0
rdWkYoUB,10+0,1444850355393.0,1444851283599.0
DqQRZe8T,10+0,1444849925204.0,1444850311721.0
pyLvshFK,10+0,1444849203081.0,1444849788262.0
rorqJ7ny,10+0,1444801323991.0,1444801814887.0
M0Wm8L5d,10+0,1444800408254.0,1444800935992.0
CTzcye1m,10+0,1444798902523.0,1444799462501.0
H2yp1ons,10+0,1444750224511.0,1444751157229.0
Z0Yucvgu,10+0,1444749852683.0,1444750185499.0
SS1yeeSs,10+0,1444748900076.0,1444749806777.0
roobN3TP,10+0,1444748743372.0,1444748871230.0
yAMXlSxM,10+0,1444747996648.0,1444748722516.0
cYrclVmM,10+0,1444021664445.0,1444022329807.0
rKKIW4PJ,10+0,1443036271381.0,1443036370417.0
iHadiBiU,10+0,1443035907779.0,1443036225344.0
8NwsfbjO,10+0,1443035401753.0,1443035895672.0
DS3xl3Q4,10+0,1443034968337.0,1443035383289.0
OHwgelWu,10+0,1418576807311.0,1418577098065.0
5BwhNheD,15+8,1428076737705.0,1428078668258.0
w6zqfhuO,30+5,1418431204906.0,1418433515468.0
hRiMojQM,20+0,1418245691266.0,1418246850578.0
Y3fRuopv,20+0,1418244961747.0,1418245684685.0
C7lT77x8,15+0,1418372349299.0,1418372968158.0
aymcj3Hr,5+60,1423275033365.0,1423275583158.0
W12YyI4z,20+10,1423187789185.0,1423190223125.0
sonJbky4,17+17,1423186880981.0,1423187765528.0
Km62hxe5,15+0,1423185111604.0,1423186140658.0
U7I9Cba8,20+0,1423182530463.0,1423183699939.0
FXGSmH7e,15+5,1423180597775.0,1423182414199.0
A75niRgn,15+5,1423179945584.0,1423180580363.0
N572gIDZ,10+0,1423177915064.0,1423179307066.0
tcLBn6hu,10+5,1423176604779.0,1423177526882.0
aO2ifNjj,15+5,1423175019764.0,1423175879138.0
VMry8u17,10+0,1423174466668.0,1423174996710.0
t6gagL5a,8+5,1423174294404.0,1423174372455.0
ictXlymz,5+8,1418154641887.0,1418155353963.0
ToAvscgy,10+0,1502561027116.0,1502561750309.0
tcUVmqCf,10+0,1502457504841.0,1502458211243.0
Lb8cN6w5,18+0,1502455836916.0,1502457482405.0
7MLLt4gR,8+0,1502361072841.0,1502361566433.0
3C4nWcmf,6+3,1502293436602.0,1502293918975.0
Ugfn1onW,5+8,1502269318159.0,1502269471865.0
uuqb18EP,5+8,1502268759304.0,1502269195043.0
D859n4rf,5+8,1502268079607.0,1502268688151.0
FgDD4fZI,10+1,1502012439485.0,1502012810172.0
MbfSD60K,10+1,1502011955140.0,1502012425213.0
hTC7kfx9,10+0,1502010572244.0,1502011343963.0
UpFRBQUs,10+0,1502010138946.0,1502010565663.0
u97enBOO,3+8,1501942335253.0,1501942625549.0
vpxMcdw8,15+0,1501940153030.0,1501940667830.0
o9wcvI74,10+0,1501939722412.0,1501939833719.0
lrbGMtxy,10+0,1501939362068.0,1501939699218.0
vVljT231,5+8,1501875326111.0,1501875839122.0
zuagwUSi,10+0,1501874500492.0,1501875132801.0
dByHjHwL,5+8,1501867968883.0,1501868563970.0
zcogtzLw,14+0,1418758527170.0,1418759652075.0
nTUQdw6m,5+5,1418224916877.0,1418225278925.0
5zAP1SOI,15+0,1418154053492.0,1418154627957.0
Iw4qlIiR,15+0,1418153271585.0,1418153995561.0
HVOv7erB,10+2,1418069673641.0,1418070680275.0
qb4JUKki,15+0,1417718432051.0,1417720098889.0
jRJu2iO5,15+0,1417632166578.0,1417633401698.0
BuvszjJ7,20+10,1417621820246.0,1417622430776.0
PYhyYsAQ,10+8,1417549722462.0,1417550098682.0
hXRZCnVf,11+11,1405817264377.0,1405817718974.0
P8j1Sblw,180+180,1401584230586.0,1401586068562.0
rZDhnp9r,180+180,1399448875625.0,1399448940534.0
2MaPQVeB,15+10,1416982922243.0,1416983425705.0
xHR40apb,15+10,1416982459418.0,1416982919141.0
UTH6E5B6,15+10,1416982193737.0,1416982456491.0
RebUNQFN,10+10,1416981795889.0,1416982089235.0
E96MC3Cv,15+10,1416980011449.0,1416980679821.0
fSrN3H4V,10+0,1417554572065.0,1417555100538.0
syd1IGLL,15+0,1504264567157.0,1504264744140.0
kCAaN0aX,15+0,1504250324901.0,1504251240973.0
ZbQDBgz8,15+0,1504241974294.0,1504243521985.0
UvX0bacP,15+0,1504172806807.0,1504174169574.0
i070jbuW,15+0,1504172572909.0,1504172797330.0
sb16k5Xo,15+0,1504168442220.0,1504169846503.0
Iw5DtRN0,15+0,1504091575885.0,1504092272265.0
1GPTxeIY,15+0,1504087227900.0,1504088175701.0
aA3KsGYR,15+0,1504022851867.0,1504023471624.0
ncuHKIQF,15+0,1504022591721.0,1504022839547.0
1olrd1FQ,15+0,1504004183928.0,1504005010596.0
N8BEsFIy,15+0,1504003958173.0,1504004160841.0
Hyp0AZpA,15+0,1503930817296.0,1503931305168.0
FWpWyRH4,15+0,1503920176130.0,1503920663339.0
